x,z,y
123.21,108.73,8.00
123.56,108.38,8.00
123.91,108.03,8.00
124.27,107.67,8.00
124.62,107.32,8.00
124.97,106.97,8.00
125.33,106.61,8.00
125.54,106.20,8.00
125.54,105.70,8.00
125.54,105.20,8.00
125.54,104.70,8.00
125.68,104.26,8.00
126.03,103.91,8.00
126.39,103.55,8.00
126.83,103.40,8.00
127.33,103.40,8.00
127.83,103.40,8.00
128.33,103.40,8.00
128.83,103.40,8.00
129.33,103.40,8.00
129.83,103.40,8.00
130.33,103.40,8.00
130.83,103.40,8.00
131.33,103.40,8.00
131.83,103.40,8.00
132.33,103.40,8.00
132.74,103.60,8.00
133.10,103.96,8.00
133.45,104.31,8.00
133.80,104.66,8.00
134.16,105.02,8.00
134.51,105.37,8.00
134.86,105.72,8.00
135.22,106.08,8.00
135.57,106.43,8.00
135.92,106.78,8.00
136.28,107.14,8.00
136.63,107.49,8.00
136.98,107.84,8.00
137.34,108.20,8.00
137.69,108.55,8.00
138.05,108.91,8.00
138.40,109.26,8.00
138.75,109.61,8.00
139.13,109.90,8.00
139.63,109.90,8.00
140.13,109.90,8.00
140.63,109.90,8.00
141.13,109.90,8.00
141.63,109.90,8.00
142.13,109.90,8.00
142.63,109.90,8.00
143.13,109.90,8.00
143.63,109.90,8.00
144.13,109.90,8.00
144.54,109.90,8.00
