x,z
4.456854249492377562e+01,6.500000000000000000e+01
4.406854249492377562e+01,6.500000000000000000e+01
4.356854249492377562e+01,6.500000000000000000e+01
4.306854249492377562e+01,6.500000000000000000e+01
4.256854249492377562e+01,6.500000000000000000e+01
4.206854249492377562e+01,6.500000000000000000e+01
4.156854249492377562e+01,6.500000000000000000e+01
4.106854249492377562e+01,6.500000000000000000e+01
4.056854249492377562e+01,6.500000000000000000e+01
4.006854249492377562e+01,6.500000000000000000e+01
3.956854249492377562e+01,6.500000000000000000e+01
3.906854249492377562e+01,6.500000000000000000e+01
3.856854249492377562e+01,6.500000000000000000e+01
3.806854249492377562e+01,6.500000000000000000e+01
3.756854249492377562e+01,6.500000000000000000e+01
3.706854249492377562e+01,6.500000000000000000e+01
3.656854249492377562e+01,6.500000000000000000e+01
3.606854249492377562e+01,6.500000000000000000e+01
3.556854249492377562e+01,6.500000000000000000e+01
3.506854249492377562e+01,6.500000000000000000e+01
3.456854249492377562e+01,6.500000000000000000e+01
3.406854249492377562e+01,6.500000000000000000e+01
3.356854249492377562e+01,6.500000000000000000e+01
3.306854249492377562e+01,6.500000000000000000e+01
3.256854249492377562e+01,6.500000000000000000e+01
3.206854249492377562e+01,6.500000000000000000e+01
3.156854249492377562e+01,6.500000000000000000e+01
3.106854249492377562e+01,6.500000000000000000e+01
3.069491347236677115e+01,6.530508652763322175e+01
3.034136008177349808e+01,6.565863991822649837e+01
2.998780669118022146e+01,6.601219330881977498e+01
2.963425330058694840e+01,6.636574669941305160e+01
2.928069990999367533e+01,6.671930009000632822e+01
2.900000000000000000e+01,6.710303038033003986e+01
2.900000000000000000e+01,6.760303038033003986e+01
2.900000000000000000e+01,6.810303038033003986e+01
2.900000000000000000e+01,6.860303038033003986e+01
2.900000000000000000e+01,6.910303038033003986e+01
2.900000000000000000e+01,6.960303038033003986e+01
2.900000000000000000e+01,7.010303038033003986e+01
2.900000000000000000e+01,7.060303038033003986e+01
2.900000000000000000e+01,7.110303038033003986e+01
2.900000000000000000e+01,7.160303038033003986e+01
2.900000000000000000e+01,7.210303038033003986e+01
2.900000000000000000e+01,7.260303038033003986e+01
2.900000000000000000e+01,7.310303038033003986e+01
2.900000000000000000e+01,7.360303038033003986e+01
2.900000000000000000e+01,7.410303038033003986e+01
2.900000000000000000e+01,7.460303038033003986e+01
2.900000000000000000e+01,7.510303038033003986e+01
2.900000000000000000e+01,7.560303038033003986e+01
2.900000000000000000e+01,7.610303038033003986e+01
2.900000000000000000e+01,7.660303038033003986e+01
2.900000000000000000e+01,7.710303038033003986e+01
2.900000000000000000e+01,7.760303038033003986e+01
2.900000000000000000e+01,7.810303038033003986e+01
2.900000000000000000e+01,7.860303038033003986e+01
2.900000000000000000e+01,7.910303038033003986e+01
2.900000000000000000e+01,7.960303038033003986e+01
2.900000000000000000e+01,8.010303038033003986e+01
2.900000000000000000e+01,8.060303038033003986e+01
2.900000000000000000e+01,8.110303038033003986e+01
2.900000000000000000e+01,8.160303038033003986e+01
2.900000000000000000e+01,8.210303038033003986e+01
2.900000000000000000e+01,8.260303038033003986e+01
2.900000000000000000e+01,8.310303038033003986e+01
2.900000000000000000e+01,8.360303038033003986e+01
2.900000000000000000e+01,8.410303038033003986e+01
2.900000000000000000e+01,8.460303038033003986e+01
2.900000000000000000e+01,8.510303038033003986e+01
2.900000000000000000e+01,8.560303038033003986e+01
2.900000000000000000e+01,8.610303038033003986e+01
2.900000000000000000e+01,8.660303038033003986e+01
2.900000000000000000e+01,8.710303038033003986e+01
2.900000000000000000e+01,8.760303038033003986e+01
2.900000000000000000e+01,8.810303038033003986e+01
2.900000000000000000e+01,8.860303038033003986e+01
2.900000000000000000e+01,8.910303038033003986e+01
2.900000000000000000e+01,8.960303038033003986e+01
2.900000000000000000e+01,9.010303038033003986e+01
2.900000000000000000e+01,9.060303038033003986e+01
2.900000000000000000e+01,9.110303038033003986e+01
2.900000000000000000e+01,9.160303038033003986e+01
2.900000000000000000e+01,9.210303038033003986e+01
2.900000000000000000e+01,9.260303038033003986e+01
2.907285348059960128e+01,9.307285348059960484e+01
2.942640687119287435e+01,9.342640687119288145e+01
2.977996026178615097e+01,9.377996026178614386e+01
3.013351365237942403e+01,9.413351365237942048e+01
3.048706704297269710e+01,9.448706704297269710e+01
3.084062043356597371e+01,9.484062043356597371e+01
3.127460325558385534e+01,9.500000000000000000e+01
3.177460325558385534e+01,9.500000000000000000e+01
3.227460325558385534e+01,9.500000000000000000e+01
3.277460325558385534e+01,9.500000000000000000e+01
3.327460325558385534e+01,9.500000000000000000e+01
3.377460325558385534e+01,9.500000000000000000e+01
3.427460325558385534e+01,9.500000000000000000e+01
3.477460325558385534e+01,9.500000000000000000e+01
3.519417382415925033e+01,9.480582617584074967e+01
3.554772721475251984e+01,9.445227278524747305e+01
3.590128060534579646e+01,9.409871939465421065e+01
3.625483399593907308e+01,9.374516600406093403e+01
3.660838738653234259e+01,9.339161261346765741e+01
3.696194077712561921e+01,9.303805922287438079e+01
3.731549416771889582e+01,9.268450583228110418e+01
3.766904755831216534e+01,9.233095244168782756e+01
3.802260094890544195e+01,9.197739905109455094e+01
3.837615433949871857e+01,9.162384566050128853e+01
3.872970773009198808e+01,9.127029226990801192e+01
3.908326112068526470e+01,9.091673887931473530e+01
3.943681451127854132e+01,9.056318548872145868e+01
3.979036790187181793e+01,9.020963209812818207e+01
4.014392129246508745e+01,8.985607870753490545e+01
4.049747468305836406e+01,8.950252531694164304e+01
4.085102807365164068e+01,8.914897192634836642e+01
4.120458146424491019e+01,8.879541853575508981e+01
4.155813485483818681e+01,8.844186514516181319e+01
4.191168824543146343e+01,8.808831175456853657e+01
4.226524163602473294e+01,8.773475836397525995e+01
4.261879502661800956e+01,8.738120497338198334e+01
4.297234841721128618e+01,8.702765158278872093e+01
4.332590180780456279e+01,8.667409819219544431e+01
4.367945519839783231e+01,8.632054480160216769e+01
4.403300858899110892e+01,8.596699141100889108e+01
4.438656197958438554e+01,8.561343802041561446e+01
4.474011537017765505e+01,8.525988462982233784e+01
4.509366876077093167e+01,8.490633123922906123e+01
4.544722215136420829e+01,8.455277784863579882e+01
4.580077554195747780e+01,8.419922445804252220e+01
4.615432893255075442e+01,8.384567106744924558e+01
4.650788232314403103e+01,8.349211767685596897e+01
4.686143571373730765e+01,8.313856428626269235e+01
4.721498910433057716e+01,8.278501089566941573e+01
4.756854249492385378e+01,8.243145750507615332e+01
4.792209588551713040e+01,8.207790411448287671e+01
4.827564927611039991e+01,8.172435072388960009e+01
4.862920266670367653e+01,8.137079733329632347e+01
4.898275605729695314e+01,8.101724394270304686e+01
4.947561338236056372e+01,8.100000000000000000e+01
4.997561338236056372e+01,8.100000000000000000e+01
5.047561338236056372e+01,8.100000000000000000e+01
5.097561338236056372e+01,8.100000000000000000e+01
5.147561338236056372e+01,8.100000000000000000e+01
5.197561338236056372e+01,8.100000000000000000e+01
5.247561338236056372e+01,8.100000000000000000e+01
5.297561338236056372e+01,8.100000000000000000e+01
5.347561338236056372e+01,8.100000000000000000e+01
5.397561338236056372e+01,8.100000000000000000e+01
5.447561338236056372e+01,8.100000000000000000e+01
5.497561338236056372e+01,8.100000000000000000e+01
5.547561338236056372e+01,8.100000000000000000e+01
5.597561338236056372e+01,8.100000000000000000e+01
5.647561338236056372e+01,8.100000000000000000e+01
5.697561338236056372e+01,8.100000000000000000e+01
5.747561338236056372e+01,8.100000000000000000e+01
5.797561338236056372e+01,8.100000000000000000e+01
5.847561338236056372e+01,8.100000000000000000e+01
5.897561338236056372e+01,8.100000000000000000e+01
5.947561338236056372e+01,8.100000000000000000e+01
5.997561338236056372e+01,8.100000000000000000e+01
6.047561338236056372e+01,8.100000000000000000e+01
6.097561338236056372e+01,8.100000000000000000e+01
6.147561338236056372e+01,8.100000000000000000e+01
6.197561338236056372e+01,8.100000000000000000e+01
6.247561338236056372e+01,8.100000000000000000e+01
6.297561338236056372e+01,8.100000000000000000e+01
6.347561338236056372e+01,8.100000000000000000e+01
6.397561338236056372e+01,8.100000000000000000e+01
6.447561338236056372e+01,8.100000000000000000e+01
6.497561338236056372e+01,8.100000000000000000e+01
6.547561338236056372e+01,8.100000000000000000e+01
6.597561338236056372e+01,8.100000000000000000e+01
6.647561338236056372e+01,8.100000000000000000e+01
6.697561338236056372e+01,8.100000000000000000e+01
6.747561338236056372e+01,8.100000000000000000e+01
6.797561338236056372e+01,8.100000000000000000e+01
6.847561338236056372e+01,8.100000000000000000e+01
6.897561338236056372e+01,8.100000000000000000e+01
6.947561338236056372e+01,8.100000000000000000e+01
6.997561338236056372e+01,8.100000000000000000e+01
7.047561338236056372e+01,8.100000000000000000e+01
7.097561338236056372e+01,8.100000000000000000e+01
7.147561338236056372e+01,8.100000000000000000e+01
7.197561338236056372e+01,8.100000000000000000e+01
7.247561338236056372e+01,8.100000000000000000e+01
7.297561338236056372e+01,8.100000000000000000e+01
7.347561338236056372e+01,8.100000000000000000e+01
7.397561338236056372e+01,8.100000000000000000e+01
7.447561338236056372e+01,8.100000000000000000e+01
7.497561338236056372e+01,8.100000000000000000e+01
7.547561338236056372e+01,8.100000000000000000e+01
7.597561338236056372e+01,8.100000000000000000e+01
7.647561338236056372e+01,8.100000000000000000e+01
7.697561338236056372e+01,8.100000000000000000e+01
7.747561338236056372e+01,8.100000000000000000e+01
7.797561338236056372e+01,8.100000000000000000e+01
7.847561338236056372e+01,8.100000000000000000e+01
7.897561338236056372e+01,8.100000000000000000e+01
7.947561338236056372e+01,8.100000000000000000e+01
7.997561338236056372e+01,8.100000000000000000e+01
8.047561338236056372e+01,8.100000000000000000e+01
8.097561338236056372e+01,8.100000000000000000e+01
8.147561338236056372e+01,8.100000000000000000e+01
8.197561338236056372e+01,8.100000000000000000e+01
8.247561338236056372e+01,8.100000000000000000e+01
8.297561338236056372e+01,8.100000000000000000e+01
8.347561338236056372e+01,8.100000000000000000e+01
8.397561338236056372e+01,8.100000000000000000e+01
8.447561338236056372e+01,8.100000000000000000e+01
8.497561338236056372e+01,8.100000000000000000e+01
8.547561338236056372e+01,8.100000000000000000e+01
8.597561338236056372e+01,8.100000000000000000e+01
8.647561338236056372e+01,8.100000000000000000e+01
8.697561338236056372e+01,8.100000000000000000e+01
8.747561338236056372e+01,8.100000000000000000e+01
8.797561338236056372e+01,8.100000000000000000e+01
8.847561338236056372e+01,8.100000000000000000e+01
8.897561338236056372e+01,8.100000000000000000e+01
8.947561338236056372e+01,8.100000000000000000e+01
8.997561338236056372e+01,8.100000000000000000e+01
9.047561338236056372e+01,8.100000000000000000e+01
9.097561338236056372e+01,8.100000000000000000e+01
9.100000000000000000e+01,8.100000000000000000e+01
